index,PassengerId,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,TicketId,InvidualId,Deck,Num,Side,Num_bucket,Total spendings,is_travelling_in_group,Age_bucket,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
55,0058_01,1,36.0,0,0.0,0.0,0.0,0.0,0.0,False,58,1,6,7,1,0,0.0,False,30.0,True,False,False,False,True,False
56,0061_01,0,22.0,0,45.0,1096.0,148.0,1377.0,1.0,False,61,1,5,12,1,0,2667.0,False,20.0,True,False,False,False,False,True
57,0062_01,0,62.0,0,0.0,592.0,0.0,17.0,25.0,False,62,1,5,13,1,0,634.0,False,60.0,True,False,False,False,False,True
58,0064_01,1,15.0,0,0.0,0.0,0.0,0.0,0.0,True,64,1,5,14,1,0,0.0,True,10.0,False,False,True,False,False,True
59,0064_02,1,33.0,0,0.0,0.0,0.0,0.0,0.0,True,64,2,4,3,1,0,0.0,True,30.0,True,False,False,False,False,True
60,0066_01,0,62.0,0,1.0,153.0,197.0,0.0,460.0,False,66,1,6,6,0,0,811.0,False,60.0,True,False,False,False,False,True
61,0067_01,1,0.0,0,0.0,0.0,0.0,0.0,0.0,True,67,1,6,10,1,0,0.0,True,0.0,True,False,False,False,True,False
62,0067_02,0,18.0,0,1.0,258.0,446.0,0.0,0.0,True,67,2,6,10,1,0,705.0,True,10.0,True,False,False,False,False,True
63,0067_03,0,21.0,0,1946.0,37.0,0.0,0.0,24.0,False,67,3,5,15,1,0,2007.0,True,20.0,True,False,False,True,False,False
64,0068_01,0,26.0,0,793.0,0.0,2.0,253.0,0.0,False,68,1,4,4,1,0,1048.0,False,20.0,False,False,True,False,False,True
65,0069_01,0,42.0,0,887.0,0.0,9.0,6.0,0.0,True,69,1,5,16,1,0,902.0,False,40.0,True,False,False,False,False,True
66,0070_01,0,19.0,0,190.0,0.0,5.0,1.0,726.0,False,70,1,5,13,0,0,922.0,False,10.0,True,False,False,False,False,True
67,0071_01,0,17.0,0,16.0,2165.0,0.0,0.0,52.0,False,71,1,5,14,0,0,2233.0,False,10.0,True,False,False,False,False,True
68,0072_01,0,14.0,0,0.0,1.0,0.0,0.0,1063.0,False,72,1,5,17,1,0,1064.0,False,10.0,True,False,False,False,False,True
69,0073_01,0,37.0,0,46.0,83.0,738.0,0.0,12.0,False,73,1,3,3,0,0,879.0,False,30.0,False,False,True,False,True,False
70,0074_01,0,42.0,0,1.0,8397.0,0.0,0.0,506.0,True,74,1,2,3,1,0,8904.0,False,40.0,False,True,False,False,False,True
71,0076_01,0,27.0,0,147.0,0.0,1018.0,0.0,0.0,True,76,1,5,18,1,0,1165.0,False,20.0,False,False,True,False,False,True
72,0077_01,0,28.0,0,14.0,0.0,1295.0,0.0,0.0,True,77,1,5,15,0,0,1309.0,False,20.0,False,False,True,False,False,True
73,0078_01,0,38.0,0,0.0,5840.0,0.0,321.0,9654.0,False,78,1,2,4,1,0,15815.0,False,30.0,False,True,False,False,False,True
74,0081_01,1,13.0,0,0.0,0.0,0.0,0.0,0.0,False,81,1,6,13,1,0,0.0,False,10.0,True,False,False,False,False,True
75,0082_01,0,42.0,0,7406.0,0.0,0.0,0.0,0.0,False,82,1,5,16,0,0,7406.0,True,40.0,False,False,True,False,False,True
76,0082_02,1,2.0,0,0.0,0.0,0.0,0.0,0.0,True,82,2,5,16,0,0,0.0,True,0.0,False,False,True,False,False,True
77,0082_03,0,8.0,0,0.0,0.0,0.0,0.0,0.0,True,82,3,5,16,0,0,0.0,True,0.0,False,False,True,False,False,True
78,0084_01,0,24.0,0,688.0,0.0,0.0,0.0,17.0,True,84,1,6,14,1,0,705.0,False,20.0,True,False,False,False,False,True
79,0085_01,1,40.0,0,0.0,0.0,0.0,0.0,0.0,True,85,1,2,5,1,0,0.0,False,40.0,False,True,False,False,False,True
80,0086_01,0,43.0,0,211.0,0.0,0.0,638.0,513.0,False,86,1,5,17,0,0,1362.0,False,40.0,True,False,False,False,False,True
81,0088_01,1,45.0,0,0.0,0.0,0.0,0.0,0.0,True,88,1,4,5,1,0,0.0,False,40.0,False,False,True,False,True,False
82,0090_01,1,35.0,0,0.0,0.0,0.0,0.0,0.0,True,90,1,6,15,1,0,0.0,False,30.0,True,False,False,False,False,True
83,0091_01,1,26.0,0,0.0,0.0,0.0,0.0,0.0,True,91,1,6,16,1,0,0.0,True,20.0,True,False,False,False,False,True
84,0091_02,0,27.0,0,1.0,697.0,31.0,188.0,0.0,False,91,2,5,20,1,0,917.0,True,20.0,True,False,False,False,False,True
85,0092_01,0,19.0,0,0.0,0.0,670.0,1.0,34.0,False,92,1,6,9,0,0,705.0,True,10.0,True,False,False,False,False,True
86,0092_02,1,0.0,0,0.0,0.0,0.0,0.0,0.0,True,92,2,6,9,0,0,0.0,True,0.0,True,False,False,False,False,True
87,0092_03,1,3.0,0,0.0,0.0,0.0,0.0,0.0,True,92,3,6,9,0,0,0.0,True,0.0,True,False,False,False,False,True
88,0097_01,0,54.0,0,0.0,1208.0,0.0,3.0,637.0,False,97,1,0,2,1,0,1848.0,False,50.0,False,True,False,False,False,True
89,0098_01,0,26.0,0,0.0,856.0,5.0,32.0,0.0,False,98,1,6,11,0,0,893.0,True,20.0,True,False,False,False,False,True
90,0098_02,0,26.0,0,0.0,2811.0,957.0,0.0,87.0,True,98,2,6,11,0,0,3855.0,True,20.0,True,False,False,False,False,True
91,0099_01,0,23.0,0,311.0,427.0,526.0,37.0,0.0,False,99,1,5,19,0,0,1301.0,True,20.0,True,False,False,False,True,False
92,0099_02,0,2.0,0,0.0,0.0,0.0,0.0,0.0,True,99,2,6,12,0,0,0.0,True,0.0,True,False,False,False,False,True
93,0101_01,1,31.0,0,0.0,0.0,0.0,0.0,0.0,True,101,1,5,1397,0,1300,0.0,False,30.0,False,False,True,False,False,True
94,0102_01,0,18.0,0,0.0,0.0,0.0,830.0,91.0,False,102,1,5,23,1,0,921.0,False,10.0,True,False,False,False,False,True
95,0103_01,0,24.0,0,0.0,374.6288256227758,0.0,0.0,17.0,True,103,1,5,24,1,0,17.0,True,20.0,True,False,False,False,False,True
96,0103_02,1,9.0,0,0.0,0.0,0.0,0.0,0.0,True,103,2,6,18,1,0,0.0,True,0.0,True,False,False,True,False,False
97,0103_03,1,6.0,0,0.0,0.0,0.0,0.0,0.0,False,103,3,6,18,1,0,0.0,True,0.0,True,False,False,False,False,True
98,0105_01,1,27.0,0,0.0,0.0,0.0,0.0,0.0,False,105,1,5,21,0,0,0.0,False,20.0,True,False,False,False,False,True
99,0107_01,0,21.0,0,1743.0,5.0,17.0,0.0,0.0,False,107,1,3,2,1,0,1765.0,False,20.0,False,False,True,False,False,True
100,0108_01,1,23.0,0,0.0,0.0,0.0,0.0,0.0,False,108,1,6,19,1,0,0.0,True,20.0,True,False,False,False,False,True
101,0108_02,0,31.0,0,562.0,0.0,326.0,0.0,0.0,False,108,2,6,19,1,0,888.0,True,30.0,True,False,False,False,False,True
102,0108_03,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,108,3,6,19,1,0,0.0,True,0.0,True,False,False,False,False,True
103,0110_01,0,32.0,0,0.0,410.0,6.0,3929.0,764.0,False,110,1,4,88,1,0,5109.0,True,30.0,False,True,False,False,False,True
104,0110_02,1,40.0,0,0.0,0.0,0.0,0.0,0.0,False,110,2,1,5,0,0,0.0,True,40.0,False,True,False,False,False,True
105,0110_03,0,42.0,0,2209.0,11418.0,0.0,1868.0,445.0,True,110,3,1,5,0,0,15940.0,True,40.0,False,True,False,False,False,True
106,0110_04,1,28.0,0,0.0,0.0,0.0,0.0,0.0,True,110,4,1,5,0,0,0.0,True,20.0,False,True,False,False,False,True
107,0111_01,1,29.0,0,0.0,0.0,0.0,0.0,0.0,True,111,1,4,6,1,0,0.0,False,20.0,False,True,False,False,False,True
108,0112_01,0,48.0,1,0.0,2537.0,87.0,17.0,13.0,True,112,1,1,1,1,0,2654.0,False,40.0,False,True,False,True,False,False
109,0113_01,0,64.0,0,0.0,0.0,804.0,0.0,0.0,True,113,1,5,23,0,0,804.0,False,60.0,True,False,False,False,False,True
110,0114_01,0,27.0,0,82.0,157.0,429.0,238.0,1.0,False,114,1,6,20,1,0,907.0,False,20.0,True,False,False,False,False,True
111,0115_01,0,26.0,0,0.0,0.0,0.0,0.0,285.2171591313635,True,115,1,5,24,0,0,0.0,False,20.0,False,False,True,False,False,True
112,0116_01,0,33.0,0,1.0,2223.0,0.0,12.0,404.0,True,116,1,3,4,0,0,2640.0,False,30.0,False,True,False,False,False,True
113,0119_01,0,39.0,0,0.0,2344.0,0.0,65.0,6898.0,False,119,1,0,0,0,0,9307.0,True,30.0,True,False,False,False,False,True
114,0119_02,1,13.0,0,0.0,0.0,0.0,0.0,0.0,True,119,2,0,0,0,0,0.0,True,10.0,False,True,False,False,False,True
115,0120_01,1,24.0,0,0.0,0.0,0.0,0.0,0.0,True,120,1,5,25,0,0,0.0,False,20.0,False,False,True,False,False,True
116,0122_01,0,29.0,0,0.0,0.0,0.0,699.0,74.0,False,122,1,6,21,1,0,773.0,False,20.0,True,False,False,False,False,True
117,0123_01,0,18.0,0,55.0,597.0,49.0,0.0,1.0,False,123,1,5,27,0,0,702.0,False,10.0,True,False,False,False,False,True
118,0126_01,1,67.0,0,0.0,0.0,0.0,0.0,0.0,True,126,1,5,27,1,0,0.0,False,60.0,False,False,True,False,False,True
119,0127_01,0,35.0,0,701.0,0.0,296.0,0.0,25.0,False,127,1,4,7,1,0,1022.0,False,30.0,False,False,True,False,False,True
120,0128_01,0,61.0,1,2353.0,334.0,9.0,316.0,2.0,False,128,1,3,3,1,0,3014.0,True,60.0,False,False,True,False,False,True
121,0128_02,0,45.0,0,2103.0,6.0,0.0,0.0,0.0,False,128,2,4,8,1,0,2109.0,True,40.0,False,False,True,False,False,True
122,0129_01,1,22.0,0,0.0,0.0,0.0,0.0,0.0,True,129,1,6,22,1,0,0.0,False,20.0,True,False,False,False,True,False
123,0133_01,1,19.0,0,0.0,0.0,0.0,0.0,0.0,True,133,1,5,29,1,0,0.0,True,10.0,False,False,True,False,False,True
124,0133_02,0,36.0,0,2738.0,0.0,0.0,0.0,0.0,False,133,2,3,5,1,0,2738.0,True,30.0,False,False,True,False,False,True
125,0134_01,0,19.0,0,0.0,14.0,730.0,0.0,0.0,True,134,1,6,17,0,0,744.0,False,10.0,True,False,False,False,False,True
126,0136_01,0,47.0,0,97.0,418.0,126.0,25.0,55.0,False,136,1,6,23,1,0,721.0,False,40.0,True,False,False,False,True,False
127,0138_01,1,13.0,0,0.0,0.0,0.0,0.0,0.0,True,138,1,6,18,0,0,0.0,True,10.0,True,False,False,False,False,True
128,0138_02,0,34.0,0,0.0,22.0,0.0,564.0,207.0,False,138,2,4,5,0,0,793.0,True,30.0,True,False,False,False,False,True
129,0139_01,1,35.0,0,0.0,0.0,0.0,0.0,0.0,True,139,1,2,6,1,0,0.0,False,30.0,False,True,False,True,False,False
130,0140_01,1,24.0,0,0.0,0.0,0.0,0.0,0.0,True,140,1,6,19,0,0,0.0,True,20.0,True,False,False,False,False,True
131,0140_02,0,26.0,0,440.0,0.0,0.0,0.0,462.0,False,140,2,5,29,0,0,902.0,True,20.0,True,False,False,False,False,True
132,0141_01,0,31.0,0,252.8574850299401,0.0,97.0,0.0,0.0,False,141,1,5,30,0,0,97.0,False,30.0,False,False,True,False,False,True
133,0144_01,0,20.0,0,0.0,420.0,210.0,0.0,0.0,True,144,1,5,31,1,0,630.0,False,20.0,True,False,False,False,False,True
134,0146_01,0,56.0,0,0.0,0.0,0.0,0.0,0.0,False,146,1,6,25,1,0,0.0,False,50.0,True,False,False,False,False,True
135,0147_01,1,50.0,0,0.0,0.0,0.0,0.0,0.0,True,147,1,6,26,1,0,0.0,False,50.0,True,False,False,False,False,True
136,0148_01,0,42.0,0,1072.0,0.0,10.0,0.0,76.0,False,148,1,5,31,0,0,1158.0,False,40.0,False,False,True,False,False,True
137,0149_01,1,20.0,0,0.0,0.0,0.0,0.0,0.0,True,149,1,6,27,1,0,0.0,False,20.0,True,False,False,True,False,False
138,0151_01,1,38.0,0,0.0,0.0,0.0,0.0,0.0,False,151,1,6,20,0,0,0.0,False,30.0,True,False,False,True,False,False
139,0152_01,0,41.0,0,0.0,0.0,0.0,0.0,607.0,False,152,1,5,32,0,0,607.0,False,40.0,True,False,False,False,False,True
140,0160_01,0,22.0,0,4119.0,0.0,0.0,0.0,61.0,False,160,1,6,22,0,0,4180.0,False,20.0,True,False,False,False,False,True
141,0163_01,1,26.0,0,0.0,0.0,0.0,0.0,0.0,True,163,1,1,8,0,0,0.0,True,20.0,False,True,False,False,False,True
142,0163_02,1,17.0,0,0.0,0.0,0.0,0.0,0.0,True,163,2,1,8,0,0,0.0,True,10.0,False,True,False,False,False,True
143,0164_01,0,57.0,0,50.0,1688.0,0.0,388.12,135.0,True,164,1,6,28,1,0,1873.0,True,50.0,True,False,False,False,False,True
144,0164_02,1,17.0,0,0.0,0.0,0.0,0.0,0.0,False,164,2,6,28,1,0,0.0,True,10.0,True,False,False,False,True,False
145,0165_01,1,35.0,0,0.0,0.0,0.0,0.0,0.0,True,165,1,5,37,0,0,0.0,False,30.0,False,False,True,False,False,True
146,0167_01,1,13.0,0,0.0,0.0,0.0,0.0,0.0,True,167,1,5,35,1,0,0.0,True,10.0,False,False,True,False,False,True
147,0167_02,0,27.0,0,1365.0,0.0,48.0,22.0,137.0,False,167,2,5,35,1,0,1572.0,True,20.0,False,False,True,False,False,True
148,0169_01,1,31.0,0,0.0,0.0,0.0,0.0,0.0,False,169,1,6,23,0,0,0.0,False,30.0,True,False,False,False,False,True
149,0170_01,0,24.0,0,0.0,0.0,0.0,221.0,567.0,False,170,1,4,10,1,0,788.0,False,20.0,True,False,False,False,False,True
150,0171_01,1,19.0,0,0.0,0.0,0.0,0.0,0.0,True,171,1,6,30,1,0,0.0,False,10.0,True,False,False,False,True,False
151,0172_01,1,32.0,0,0.0,0.0,0.0,0.0,0.0,True,172,1,6,24,0,0,0.0,False,30.0,True,False,False,False,False,True
152,0173_01,1,58.0,0,0.0,0.0,0.0,0.0,0.0,True,173,1,4,11,1,0,0.0,False,50.0,True,False,False,False,False,True
153,0174_01,0,21.0,0,287.0,0.0,16.0,115.0,175.0,False,174,1,5,38,0,0,593.0,False,20.0,True,False,False,True,False,False
154,0177_01,0,38.0,0,0.0,10346.0,1.0,14970.0,2111.0,False,177,1,1,2,1,0,27428.0,False,30.0,False,True,False,False,False,True
155,0178_01,0,38.0,0,3414.0,0.0,161.0,28.0,119.0,False,178,1,3,6,1,0,3722.0,False,30.0,False,False,True,False,False,True
156,0179_01,0,19.0,0,1.0,219.0,673.0,2.0,11.0,True,179,1,6,26,0,0,906.0,True,10.0,True,False,False,False,False,True
157,0179_02,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,179,2,6,26,0,0,0.0,True,0.0,True,False,False,False,False,True
158,0179_03,0,3.0,0,0.0,0.0,0.0,0.0,0.0,True,179,3,6,26,0,0,0.0,True,0.0,True,False,False,False,False,True
159,0181_01,0,20.0,0,0.0,0.0,3.0,299.0,92.0,False,181,1,6,27,0,0,394.0,False,20.0,True,False,False,False,False,True
160,0182_01,1,24.0,0,0.0,0.0,0.0,0.0,0.0,True,182,1,2,3,0,0,0.0,False,20.0,False,True,False,False,False,True
161,0183_01,0,37.0,0,17.0,146.0,426.0,0.0,232.0,True,183,1,5,36,1,0,821.0,False,30.0,True,False,False,False,False,True
162,0186_01,0,25.0,0,62.0,0.0,0.0,0.0,956.0,False,186,1,6,28,0,0,1018.0,False,20.0,True,False,False,False,False,True
163,0188_01,1,56.0,0,0.0,0.0,0.0,0.0,0.0,True,188,1,6,31,1,0,0.0,False,50.0,True,False,False,False,False,True
164,0189_01,0,49.0,0,84.0,3.0,401.0,202.0,98.0,False,189,1,4,8,0,0,788.0,False,40.0,True,False,False,True,False,False
165,0190_01,1,11.0,0,0.0,0.0,0.0,0.0,0.0,False,190,1,6,32,1,0,0.0,False,10.0,True,False,False,True,False,False
166,0192_01,1,1.0,0,0.0,0.0,0.0,0.0,0.0,True,192,1,6,29,0,0,0.0,True,0.0,True,False,False,False,False,True
167,0192_02,0,8.0,0,0.0,0.0,0.0,0.0,0.0,False,192,2,6,29,0,0,0.0,True,0.0,True,False,False,False,False,True
168,0192_03,0,39.0,0,0.0,0.0,10.0,898.0,0.0,False,192,3,6,29,0,0,908.0,True,30.0,True,False,False,False,False,True
169,0193_01,1,2.0,0,0.0,0.0,0.0,0.0,0.0,True,193,1,5,41,0,0,0.0,True,0.0,False,False,True,False,False,True
170,0193_02,0,23.0,0,233.67843137254903,0.0,8.0,1072.0,0.0,False,193,2,5,41,0,0,1080.0,True,20.0,False,False,True,False,False,True
171,0193_03,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,193,3,5,41,0,0,0.0,True,0.0,False,False,True,False,False,True
172,0195_01,0,39.0,0,406.0,0.0,867.0,0.0,0.0,True,195,1,5,42,0,0,1273.0,False,30.0,False,False,True,False,False,True
173,0196_01,0,25.0,0,1052.0,0.0,719.0,0.0,7.0,False,196,1,3,5,0,0,1778.0,False,20.0,False,False,True,False,True,False
174,0197_01,0,36.0,0,0.0,972.0,0.0,795.0,575.0,False,197,1,2,5,0,0,2342.0,False,30.0,False,True,False,False,False,True
175,0198_01,0,52.0,0,0.0,0.0,0.0,0.0,0.0,True,198,1,6,30,0,0,0.0,False,50.0,True,False,False,False,True,False
176,0199_01,1,18.0,0,0.0,0.0,0.0,0.0,0.0,False,199,1,6,33,1,0,0.0,False,10.0,True,False,False,False,False,True
177,0200_01,1,15.0,0,0.0,0.0,0.0,0.0,0.0,True,200,1,6,31,0,0,0.0,False,10.0,True,False,False,False,False,True
178,0201_01,1,35.0,0,0.0,0.0,0.0,0.0,0.0,True,201,1,1,3,1,0,0.0,True,30.0,False,True,False,False,False,True
179,0201_02,1,47.0,0,0.0,0.0,0.0,0.0,0.0,True,201,2,1,3,1,0,0.0,True,40.0,False,True,False,False,False,True
180,0202_01,1,45.0,0,0.0,0.0,0.0,0.0,0.0,True,202,1,1,9,0,0,0.0,True,40.0,False,True,False,True,False,False
181,0202_02,0,31.0,0,0.0,2433.0,168.47381095725467,878.0,443.0,True,202,2,0,2,0,0,3754.0,True,30.0,False,True,False,True,False,False
182,0203_01,1,51.0,0,0.0,0.0,0.0,0.0,0.0,True,203,1,2,8,1,0,0.0,False,50.0,False,True,False,False,False,True
183,0205_01,0,29.0,0,0.0,2.0,66.0,0.0,705.0,False,205,1,6,34,1,0,773.0,False,20.0,True,False,False,False,False,True
184,0206_01,0,30.0,0,2.0,1720.0,12.0,1125.0,122.0,True,206,1,2,9,1,0,2981.0,False,30.0,False,True,False,True,False,False
185,0207_01,1,19.0,0,0.0,0.0,0.0,0.0,0.0,False,207,1,6,32,0,0,0.0,False,10.0,True,False,False,False,True,False
186,0210_01,1,24.0,0,0.0,0.0,0.0,0.0,0.0,True,210,1,3,6,0,0,0.0,False,20.0,False,True,False,True,False,False
187,0211_01,0,29.0,0,902.0,1.0,137.0,0.0,0.0,True,211,1,5,44,0,0,1040.0,True,20.0,False,False,True,False,False,True
188,0211_02,1,11.0,0,0.0,0.0,0.0,0.0,0.0,True,211,2,5,44,0,0,0.0,True,10.0,False,False,True,False,False,True
